C10341373	帅吧男装搭配	帅吧男装搭配:恭喜，你发现了一个正在流行的男装APP， 【帅吧】—女神帮男生买衣服 | 时尚男装穿衣搭配助手 【解决】男人不爱逛街...不会选择… 通通没关系，女神免费来帮你穿衣搭配！ 【女神】帅吧共有2000多个女神：服装系、设计师、模特，甚至你身边的女同事，轻松找到适合你的那个~ 【懂你】根据你的购衣需求和身材特点，帅吧帮你订制了你的专属男人衣	C10496611:有领,C10482593:男士购,C10288217:男衣邦,C10382295:搭配,C10472256:男衣库,C161167:HOT男人,C10473213:发型脸型搭配,C147735:穿衣助手-女神…,C10289664:坏男孩,C10365388:买车宝典,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10163882	商旅易	商旅易是专门针对企业用户而提供的专属差旅管理应用。    商旅易为企业提供高效便捷的差旅预订及管理服务，包括机票的实时性查询及预订，差旅策略设置和记录管理。   本应用仅针对合作企业客户的差旅人员，并不面向普通消费者提供注册及服务。	C66323:华为备份,C10059090:华为游戏中心,C27162:华为应用市场,C135323:灵犀语音助手,C21976:UC浏览器,C36902:WiFi万能钥匙,C20679:QQ浏览器,C10067631:华为手机服务,C10168550:亲情关怀,C10085410:天翼云,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C10256418	美会说	美会说： 国内大型药妆购物APP，做最专业的进口正品药妆 【注册送礼】下载注册新会员即送666元现金券，赶快让身边的小伙伴加入我们吧 【海外直邮】海外官方授权直采，品质保证，商品接受海关全程监控 【限时特卖】折扣低到你无法想象，以最超值的折扣，随时享受正品福利 【全场包邮】只要你愿意买，我们就给你免邮   【平	C9136:唯品会,C41277:苏宁易购,C34075:手机淘宝,C31852:蘑菇街,C10059344:亚马逊购物,C5206:美团团购,C10147051:贝贝母婴正品特…,C10049053:华为商城,C57804:天猫,C10476420:一元云购,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10240849	陆鲸货主	陆鲸货主:陆鲸（原传化易配货）是中国公路物流配货行业领导者传化物流旗下产品，是针对长途货运配货找货、发货调车市场设计的物流信息交易平台，以及个体货运司机和货主货代生活消费和通讯社交的软件！ 跑长途，上陆鲸！物流界手机配货找货用户使用量全国领先！卡车货车司机、货主货代用了都说好！ 陆鲸优势： ☆急速发货：百万司机在线找货，货主5分钟内快速调车发货！<b	C10229956:运吧货主版,C10242838:陆鲸司机,C10302348:易货嘀货主,C70234:物流QQ,C10240729:运满满货主,C10293501:易货嘀司机,C10308181:第一物流,C10052223:我要物流,C11306:货车帮,C10089585:运满满司机,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10298498	多点	多点，网上好超市，生鲜飞速达！商品覆盖生鲜食品、米面粮油、酒水饮料、零食速食、母婴天地、全球精选、美容洗护、家庭清洁、日用百货等多类品项。想通过手机逛超市，享受多点独家福利，就赶快下载多点APP吧！  【新人礼包】新人礼包升级，首单免邮，注册即送100元新人礼包哦！ 【早晚市】  每天做饭不再愁，早晚线上下单，新鲜食材即刻送到家！ 【	C10420713:家乐福,C10379172:每日优鲜,C10046857:北京移动,C10072510:北京银行,C47665:中粮我买网,C10485590:京东到家,C10537957:北京交警,C10208891:爱鲜蜂,C22553:掌上链家,C5165:1号店,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10475951	Roller Coaster VR	Roller Coaster VR:!!! VR case required! To really enjoy this experience as designed, you need a VR case as a requirement!  Designed for lower spec devices. Check out the other versions called 	C10473988:VR Roller …,C10473887:Crazy Roller…,C10488045:FlightSimula…,C10475906:Refugio Flig…,C10475260:Crossy VR,C10237141:托马斯_火车危…,C10487337:Snow Strike …,C10475240:VR Run!,C10487402:Cardboard Ca…,C10475340:RoboLab VR,C10134672:开心消消乐,C10147130:PopStar！消灭…,C10026769:水果忍者,C10166495:捕鱼达人3,C10285643:球球大作战,C10162014:消灭星星2015,C10236974:饥饿鲨：进化,C10189589:宾果消消乐（原…,C10145675:泡泡龙亚特兰蒂…,C10148546:别踩白块儿,
C10290826	雷霆舰队	全球战争玩家首选，首款3D策略动作海战手游《雷霆舰队》震撼来袭！3D钢铁巨炮，彻底摆脱2D“纸片”船，逼真至极！二战时期百名海军名将，任你调遣！ 3D特写镜头视觉过足瘾，超炫大招手动释放，热血战斗由你掌控！战舰收集、培养舰长、招募海员，阵容搭配、军事考核等丰富策略玩法乐趣无穷。首测福利多多，活动不断等你来嗨！指挥官大人快来打造属于自己的最强“雷霆舰队”，叱咤	C10372213:末日孤舰,C10359202:全民海战,C10486960:Aliens Invas…,C10454933:战舰大海战（军…,C10487088:世纪海战,C10292759:超级舰队,C10400742:坦克指挥官,C10386472:热血坦克,C10300964:开炮吧坦克,C10182781:战舰帝国,C10076817:植物大战僵尸2…,C10259988:多玩我的世界盒…,C10113531:保卫萝卜2,C10329573:部落冲突,C10164365:海岛奇兵,C10167041:乱斗西游2,C10206553:坦克前线：帝国…,C10119037:3D坦克争霸,C10182781:战舰帝国,C10136202:保卫萝卜,
C10188033	欢乐盖大楼	欢乐盖大楼是今年难得一见的精品盖楼休闲经营游戏,集好玩与高画质于一身的模拟经营类休闲盖楼游戏，是忙里偷闲、闲中装忙、打发时间的好帮手——总之，任何时候，都可以为你的生活加点“盖”！ 1、精美细致的店铺画面，千娇百媚的售楼小姐，尽显高端大气上档次。 2、搜罗全国各地名小吃，吃喝玩乐天天有，招聘好友作员工，上万店铺CEO。 3、装修金屋，经营商	C10319616:欢乐盖大楼2,C10431813:天天盖大楼,C10347065:大江户城镇,C10355551:开心火锅店,C10299007:梦想星城,C10505847:海岛农场,C10149151:开心水族箱,C10204240:晴天小狗2,C10150491:卡通农场 (Hay…,C10418690:我的城市,C10076817:植物大战僵尸2…,C10259988:多玩我的世界盒…,C10113531:保卫萝卜2,C10329573:部落冲突,C10164365:海岛奇兵,C10167041:乱斗西游2,C10206553:坦克前线：帝国…,C10119037:3D坦克争霸,C10182781:战舰帝国,C10136202:保卫萝卜,
C10420042	小小三国	三年磨一剑，千万重金打造，好玩又良心的三国经营策略休闲力作。 当主公，轻松建设，战略经营，优哉游哉乐享极致。 做强者，征战天下，掠地攻城，轰轰烈烈霸道纵横。 建设强大领地，培养超级武将，训练特色军团，玩转风云三国。Q萌画面赏心悦目，休闲玩法轻松减压，让你学习工作之余在《小小三国》得到身心放松。  【游戏特色】 —休闲至上<	C10455367:三萌争霸,C10157703:小小帝国,C10401729:刘备磕头2,C10269245:帝国时代：燃烧…,C10398272:小小西游OL,C10225220:加勒比海盗OL,C10385104:城堡风暴,C10478312:雄霸三国,C10339556:小小守卫军,C10421256:号令三国,C10076817:植物大战僵尸2…,C10259988:多玩我的世界盒…,C10113531:保卫萝卜2,C10329573:部落冲突,C10164365:海岛奇兵,C10167041:乱斗西游2,C10206553:坦克前线：帝国…,C10119037:3D坦克争霸,C10182781:战舰帝国,C10136202:保卫萝卜,
C10294936	小黑屋	小黑屋:文字剧情RPG大逆袭，开启奇妙幻想之旅！  从黑暗中醒来，从一个火堆开始，谜一样的身份，等待你解开惊天秘密。  该有的RPG元素一个不少，开发资源，建设城镇，探索世界，发展科技，考考你的经营头脑。  简洁的操作界面和文字剧情，让你回归游戏本质，充分体验游戏乐趣。  源自英国极受欢迎文字RPG游戏“a dark room”	C10059383:策马入山林,C10322674:小黑的宝藏,C10439125:拯救小师妹,C7274941:模型移动,C10346280:皇家守卫军,C10269995:魔塔,C10534037:Zenge,C10424832:南瓜先生大冒险,C33173:TNTBF,C10217675:滑雪大冒险：探…,C10134672:开心消消乐,C10147130:PopStar！消灭…,C10026769:水果忍者,C10166495:捕鱼达人3,C10285643:球球大作战,C10162014:消灭星星2015,C10236974:饥饿鲨：进化,C10189589:宾果消消乐（原…,C10145675:泡泡龙亚特兰蒂…,C10148546:别踩白块儿,
C10427050	密室逃脱1	《密室逃脱1》是密室逃脱系列的第一集， 是在一个阴森恐怖的地牢开始逃脱， 火星人互动制作的密室逃脱系列超越了所有逃脱游戏的精品版。 精美的3D写实画面。这一集是挑战逃离地牢，精心设计的每层地牢，再次挑战你的智力！	C10419930:密室逃脱5,C10498486:密室逃脱6,C10443641:密室逃脱7,C10344512:密室逃脱2,C10518200:密室逃脱9,C10541841:密室逃脱10,C10458049:密室逃脱8,C10415860:未上锁的房间T…,C10424832:南瓜先生大冒险,C10269995:魔塔,C10134672:开心消消乐,C10147130:PopStar！消灭…,C10026769:水果忍者,C10166495:捕鱼达人3,C10285643:球球大作战,C10162014:消灭星星2015,C10236974:饥饿鲨：进化,C10189589:宾果消消乐（原…,C10145675:泡泡龙亚特兰蒂…,C10148546:别踩白块儿,
C10147396	博雅斗地主	博雅斗地主:☆☆ 内含单机，无需联网，直接畅玩 ☆☆ ☆☆ 比赛每天定时开始，话费奖励轻松领取 ☆☆ ☆☆ 登录豪礼，周一话费送不停 ☆☆  游戏特色 1、超低的手机流量 网络连接优化，手机流量一省再省！还有单机模式，不耗流量，想玩就玩！ 2、欢乐比赛刺激体验 欢乐比赛场，天天话费奖励送不停！就等着你来挑战哦！ 3、	C10185196:明星斗地主,C10325784:两副牌斗地主,C10389631:四人斗地主,C10162861:真人斗地主2,C10428455:GG斗地主,C10417066:斗地主,C10147656:斗地主赢话费,C10220894:单机斗地主赢话…,C10328847:益准真人斗地主,C10258921:斗地主赢大奖,C10179513:单机斗地主,C10147396:博雅斗地主,C10099610:博雅中国象棋,C10162861:真人斗地主2,C10157957:欢乐斗地主,C10147656:斗地主赢话费,C10269239:单机斗地主,C10197063:三国杀,C10345864:单机麻将,C10447001:锐游跑得快,
C10496557	聚好玩斗地主	聚好玩斗地主:速度快，流量超低，随时下载  斗地主（赢话费）版，畅想至尊顶级服务，上百万牌友的选择！ 原来，玩牌的时光可以这么快乐，快来和我们一起，斗地主赢话费吧！ ★ 玩法齐全：经典场，癞子场，比赛场，玩出花样，玩出激情！ ★ 奖品丰富：玩牌开宝箱，登录送抽奖，话费，ipad和手机奖励等你拿！ ★ 人气火爆：免费乐豆，万人在线，真人对决，乐趣无穷	C10539472:开心斗地主赢话…,C10237110:全民消糖果,C10315506:口袋斗地主,C10508888:仙灵魔域,C10435514:二战狙击,C10536964:口袋五子棋,C10532494:大头卡丁车,C10425702:欢乐斗地主（真…,C10392585:小宝斗地主,C10222737:快来斗地主,C10179513:单机斗地主,C10147396:博雅斗地主,C10099610:博雅中国象棋,C10162861:真人斗地主2,C10157957:欢乐斗地主,C10147656:斗地主赢话费,C10269239:单机斗地主,C10197063:三国杀,C10345864:单机麻将,C10447001:锐游跑得快,
C10304694	洛克王国-我的世界	洛克王国-我的世界:洛克王国拼图小游戏是以洛克王国之大冒险动画片为题材制作成的拼图小游戏,其中共有多个关卡等你闯关，让游戏更加有趣和好玩。 专业的界面设计和高调的游趣味，小朋友们，看你有多快能闯完所有关卡，那么你就是胜利者了！ 加油吧，小朋友们！	C10548243:我的世界,C10418690:我的城市,C10367032:我的兽人,C10492431:我的世界编辑器,C10281607:我的世界助手,C10235840:悟空识字,C10501740:神奇宝贝联盟,C10208157:小小美食家 多…,C10315257:幼儿教育游戏,C10483219:赛尔号：精灵大…,C10134672:开心消消乐,C10147130:PopStar！消灭…,C10026769:水果忍者,C10166495:捕鱼达人3,C10285643:球球大作战,C10162014:消灭星星2015,C10236974:饥饿鲨：进化,C10189589:宾果消消乐（原…,C10145675:泡泡龙亚特兰蒂…,C10148546:别踩白块儿,
C10216510	掌通家园	掌通家园——基于移动互联网家园共育平台，秉承着“让孩子更开心，让家长更放心，让老师更用心，让园长更省心”的宗旨，在家长和幼儿园之间构建起紧密互动的桥梁。      掌通家园连接家长和幼儿园，家长通过掌通家园随时获知幼儿园的最新动态，并有100%到位的通知，让家长不会遗漏一条重要消息；家长和教师进行一对一的交流，深入了解宝宝的在校情况；观看流畅清晰的实时	C10436499:掌通家园园丁,C67132:小伴龙,C10165246:蜜芽,C31975:墨迹天气,C10129111:江苏移动掌上营…,C10336398:阿里巴巴,C10243018:中国工商银行,C10092701:中国建设银行,C54626:铃声多多,C34075:手机淘宝,C121553:WPS Office,C381:网易有道词典,C174391:百度云,C5458:驾考宝典,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10191382:小猿搜题,C10082485:名片全能王,C10208807:驾校一点通,
C10068423	沃.行讯通	沃.行讯通:广州联通倾心为用户打造的智能交通查询软件，提供路况信息、实时公交、停车服务、的士查询等独家信息，为您的出行提供一站式服务。本应用会用到拨号与短信功能，以方便您的咨询和使用，正常收取运营商费用。	C10065714:坐车网,C151052:广州地铁,C10313670:广东移动,C10107315:银联钱包,C10252605:广发手机银行,C10186188:车来了,C10014796:酷米客实时公交,C7980:前程无忧,C10064080:格瓦拉@电影,C10295919:一键锁屏,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10608	大众点评	-【5•20全民告白】大众点评替你说出爱，更有惊喜红包送不停！ -【人人都过儿童节】呼朋唤友赢6•1礼包，庆六一致烂漫青春！  【关于大众点评】  大众点评网(dianping.com)是全球最早的消费点评网站,致力于提升消费者的生活质量,提供值得信赖的本地商家、消费评价和优惠信息,包括团购、旅游、酒店、外卖、电影、美食、美发、	C10116109:百度糯米,C10364700:百度钱包,C30243:猫眼电影,C10064080:格瓦拉@电影,C10289451:饿了么,C5157:携程旅行,C262:去哪儿旅行,C10187826:美团外卖,C10186504:百度外卖,C10234011:京东钱包,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10177059	58帮帮	由58同城官方出品的商家客户端，免费、高效、真实，让您的工作更加简单。 【为什么要使用58帮帮】 房产经纪人：为您推荐客户，提升曝光！大幅提高房源成交数量！ 招聘商家：推荐合适求职者，海量简历！分分钟招到优质员工！ 二手车商：随时随地拍照发车，海量车源信息！收车卖车更简单！ 其他商户：还在为生意发愁？这里有上门客户！赶紧来领走吧	C10318471:58招才猫,C10193854:移动经纪人,C10040349:搜房帮,C10426076:速聘•58赶集,C10338972:赶集招聘(快招),C10424304:房贷计算器,C46910:百姓网,C10236846:58速运,C10026044:58同城,C1952: 赶集生活,C10026044:58同城,C3386:汽车之家,C168951:车轮查违章全国…,C10289451:饿了么,C10315005:华为生活服务,C1952: 赶集生活,C10020407:汽车报价大全,C30243:猫眼电影,C7687:豆果美食,C10176900:58违章查询,
C9147	网易新闻	网易新闻，4亿新闻爱好者的态度狂欢。可深刻可没品，时评犀利跟贴奇葩，一网打尽你的新闻需求。   【精彩跟贴】 回复提醒不怕错过，4亿网友一起盖楼。老司机新才子，犀利评论插科打诨，各路豪杰以“贴”会友。 【原创栏目】 拒绝平庸，专注角度，时事新闻槽点提神醒脑，搞笑段子每日欲罢不能。  【互动直播】 个性推荐实时互动，直	C10167186:澎湃新闻,C2022:搜狐新闻,C28837:ZAKER,C43442:新浪新闻,C10295678:快报,C10166330:网易邮箱大师,C19168:凤凰新闻,C10168892:网易云音乐,C10047082:知乎,C104688:腾讯新闻,C57236:今日头条,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C10001030	随手电筒	随手电筒:超亮的手电筒、兼容性超好的手电筒、安全不作恶的手电筒（不偷流量、不盗隐私、不耗内存）。用户数过2亿的手电筒，特色功能：运动计步器、锁屏界面秒开、来电闪光、夜晚护眼技术、通知栏快捷开关、二维码扫描、黑夜防狼安防、快捷换肤、演唱会KTV炫彩灯、精美超清皮肤。 ★荣登《互联网周刊》2016年度中国实用小工具APP排行榜第8名★  【核心功能】<b	C10444549:手电筒,C10418954:手电筒,C10510720:手电筒,C10418661:来电闪光灯,C10368785:指南针,C41529:万年历日历,C6605:中华万年历,C10196888:二维码扫描,C4610:天气通,C10300196:手机铃声,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C10088947	光大银行	光大银行:手机银行全新升级 您现在看到的新版手机银行集成了精选、生活、理财、我的四大模块，大大提升了客户使用的便利性。 精选——汇聚最新最热的优惠和功能； 生活——缴费、充值、机票、电影票……服务您的生活圈； 理财——我行最具竞争力的业务一手掌握； 我的——储蓄卡、信用卡，转账汇款、资金归集、贷款、外汇，红包、票券、积分、周边、信息……全部集成于此。 欢迎使用！	C10414649:阳光惠生活,C10194597:民生信用卡,C10092660:华夏银行,C10350054:中信银行,C10252605:广发手机银行,C10276545:浦发信用卡,C10092669:浦发手机银行,C10428146:民生银行手机银…,C10367204:动卡空间,C10212440:平安口袋银行,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10148748:大智慧,C10243018:中国工商银行,C10158625:钱包,
C10259014	叽里呱啦	叽里呱啦，让孩子爱上英语的秘密。   · 路线图：找不到孩子的英语启蒙路线？叽里呱啦帮你搞定！按照孩子的年龄，制作不同的英语启蒙路线图，“傻瓜式”操作，让“菜鸟”家长在家也能教英语！   · 资源：各种海量资源免费用！上百本在线绘本阅读，搭配超萌单词闪卡，还有最热动画片、纯正英文儿歌给孩子们磨耳朵，全方位打造学习系统！  <br	C10453451:趣趣英语,C10197618:宝贝英语说,C10294792:百看早教,C10307788:少儿趣配音,C34509:宝贝听听,C55044:口袋故事,C10128330:家长帮,C10372099:微家园,C10204288:英语趣配音,C10264062:纳米盒,C121553:WPS Office,C381:网易有道词典,C174391:百度云,C5458:驾考宝典,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10191382:小猿搜题,C10082485:名片全能王,C10208807:驾校一点通,
C50795	秒拍	.韩国WINNER天团《半月朋友》综艺节目，秒拍强势上线！南太铉、姜昇润、金秦禹、李昇勋、宋旻浩，偶像与孩子们的梦想幼儿园！  .随手拍年度活动强势来袭—#吹风机歌唱大赛# #宿舍时装周# #今天长这样# #在路上# #360度美景#...   .明星短视频，秒拍明星私底下的一面！   .拍摄上传视频最长5分钟，够长够过瘾	C10172013:微拍,C40762:微录客,C10154635:美拍,C10304030:小咖秀,C181436:小影,C10439735:一直播,C27987:音悦台,C10298367:花椒直播,C6056298:VSCO Cam™,C10411533:SNOW,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:相机360,C303:百度魔图,C10159988:in,C10435311:Faceu,C181436:小影,C10304030:小咖秀,
C11995	百度视频	百度视频:满足你对视频app的所有期待！汇聚全网最新最全的高清影视、明星综艺、新闻资讯、娱乐热点、体育赛事直播…你想看的，全部网罗，一网打尽！ 【影剧嗨翻天】 《亲爱的翻译官》高甜预警！程主任，情话小王子正经上线了！ 《好先生》张艺兴孙红雷合体了！ 《奔跑吧兄弟》毒杀案！Baby是真凶？ 【热门电影】x战警、愤怒的小鸟、恶棍天使、疯狂动物	C10399605:百度影音,C75398:风行视频,C10162466:爱看4G视频,C10136606:看片神器,C10200076:2345影视大全,C3674:凤凰视频,C10461943:影视大全,C54699:1905电影网,C27990:聚力视频,C7256:快手看片,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C32569:优酷,C20960:搜狐视频,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C145271	苏宁易购HD	苏宁易购HD(Android Pad)客户端，爆款限量抢购，100%全网最低价。   为您提供基于苏宁易购的搜索、浏览、购买、支付等一站式购物体验，以及促销活动、虚拟商品、收藏夹、订单中心、物流追踪等特色服务。全国12个重点城市，物流极速达、半日达、一日三送。	C10062630:亚马逊购物HD,C10358088:唯品会HD(Pa…,C7252604:高德导航HD,C10300509:QQ音乐HD,C41277:苏宁易购,C73686:搜狐视频HD,C10060650:易付宝钱包,C10016493:国美在线,C10250994:优酷大屏幕for …,C10157298:爱奇艺影视HD,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10386789	奔跑吧兄弟4-撕名牌大战	《奔跑吧兄弟》持续升温，官方正版手游《奔跑吧兄弟4-撕名牌大战》点燃全民激情！火热六月，当红韩星太阳的后裔“柳大尉”燃情降临！更有性感女神baby，人气明星小鹿，等超人气偶像伴你奔跑！全新嘉年华震撼开启！新增丰富的玩法，紧张激烈的糖果碰碰碰、刺激烧脑的疯狂转转转、新奇有趣的自拍秀秀秀、绝对燃爆你的游戏热情！更有独创“穿越秘境”等你探索！还可以选择的喜欢的明星	C10287824:男生女生向前冲,C10486401:全员加速中,C10414746:奔跑吧大头,C10108129:爸爸去哪儿官方…,C10265405:范冰冰魔范学院,C10441287:看图猜明星,C10399502:赛尔号：雷神崛…,C10508920:巴啦啦小魔仙3…,C10529141:赛尔号之烈火苍…,C10481076:天天酷跑2016,C10075868:地铁跑酷,C10059250:神庙逃亡2,C10175362:全民枪战,C10124645:神偷奶爸：小黄…,C191016:时空猎人,C10192426:熊出没之熊大快…,C10137599:滑雪大冒险,C10139539:果宝三国,C10271994:火柴人联盟,C10108129:爸爸去哪儿官方…,
C10493293	巅峰战舰	次世代TPS海战手游《巅峰战舰》英雄互娱近百人的全球化研发团队倾力打造，使用了Lightingmap以及Soft Particle等先进的模型处理技术力求画面更加精美。游戏中支持10V10真人实时对战，并提供了手动与自动两种操作方式。游戏当前版本开放了美系和日系两系舰船，其他各系舰船也将陆续推出。	C10487088:世纪海战,C10372213:末日孤舰,C10359202:全民海战,C10290826:雷霆舰队,C10454933:战舰大海战（军…,C10182781:战舰帝国,C10199943:现代空战3D,C10292759:超级舰队,C10329994:坦克帝国,C10477133:坦克射击,C10076817:植物大战僵尸2…,C10259988:多玩我的世界盒…,C10113531:保卫萝卜2,C10329573:部落冲突,C10164365:海岛奇兵,C10167041:乱斗西游2,C10206553:坦克前线：帝国…,C10119037:3D坦克争霸,C10182781:战舰帝国,C10136202:保卫萝卜,
C10073432	Wind资讯HD	Wind资讯HD:【你不理财 财不理你】手机炒股用万得就够了  【牛市赚钱 熊市钻研】大盘下跌时您更需要万得的帮助  敬请关注新浪微博“@Wind资讯”了解我们更多的动态  ● 专注于为中国机构投资者提供服务的万得资讯,推出移动领域的证券分析软件,让您与50,000位金融专家共享全新的证券投资体验。 ● 覆盖全球金融市场的数据与信息,包含股票、债	C10195703:Wind资讯金融…,C2955:万得股票,C10060708:华为支付,C10217244:华为钱包,C50260:51信用卡管家,C5373:支付宝,C2861:同花顺炒股,C10366337:翼支付,C10092751:中国银行,C10315268:平安金管家,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10148748:大智慧,C10243018:中国工商银行,C10158625:钱包,
C10508458	猪猪侠酷酷跑	《猪猪侠酷酷跑》是款3D动作跑酷类手机游戏。产品不光沿袭了经典跑酷功能，并且在此基础结合动画内容增加了攻击怪物的玩法，获得全新的游戏体验。产品内容上结合了猪猪侠动画ip，将动画与游戏完美融合，耳熟能详的主角悉数登场，在游戏同时体验主角的魅力。	C10476025:猪猪侠大冒险,C10441589:猪猪侠(官方正…,C10265681:猪猪侠之百变联…,C10299172:猪猪侠之终极决…,C10438863:猪猪侠之五灵守…,C10508582:开心超人超时空…,C10237091:猪猪侠爱消除,C10503411:快乐酷宝大冒险,C10520788:快乐酷宝之保卫…,C10368682:开心酷跑2（高清…,C10075868:地铁跑酷,C10059250:神庙逃亡2,C10175362:全民枪战,C10124645:神偷奶爸：小黄…,C191016:时空猎人,C10192426:熊出没之熊大快…,C10137599:滑雪大冒险,C10139539:果宝三国,C10271994:火柴人联盟,C10108129:爸爸去哪儿官方…,
C10487329	圣斗士星矢：重生	圣斗士星矢：重生:正版即时动作RPG手游，下载就送四星黄金圣斗士！！ 东映授权正版手游，圣斗士三十周年纪念版！！ 车田正美亲笔监修，100%动漫还原经典之作！！ 小宇宙燃烧起来吧，赶紧加入与十亿“圣斗士”热血重生！！ 参与游戏各种活动，有机会获取精美手办、日本圣斗士朝圣之旅！！  更多特色一并呈现： · 超爽连击手感，必杀奥义随心释放	C10217067:圣斗士星矢,C10477565:超能复仇者,C10490314:战斗吧暴龙兽,C10281191:X三国,C10506833:壁咚三国,C10469973:机甲无双,C10505361:最三国,C10467449:大闹天宫：悟空,C10466327:城市精灵,C10497381:口袋妖怪:起源,C10126869:刀塔传奇,C10242764:梦幻西游,C10071457:神魔,C10272089:花千骨,C10159734:去吧皮卡丘,C10315554:大话西游,C10173884:天龙八部3D,C10272617:啪啪巫妖王,C10190546:太极熊猫,C10113932:秦时明月,
C10479086	倚天屠龙记（张雨绮代言）	倚天屠龙记（张雨绮代言）:由金庸正版授权，完美世界与胜利游戏联合发行的《倚天屠龙记》是一款武侠题材的3D手机网游。游戏采用了全新的骨骼动作抓取技术，为手游端带来了前所未有的爽快打击感，拳拳到肉、剑剑穿心。同时游戏在实时光影技术的辅助下，无论是唯美场景还是俏皮时装都具有了十足的质感，完美体现了目前武侠手游表现的最高水准。传承正版品质，延续武侠经典，《倚天屠龙记》立志打造一个全方位专业考	C10297981:功夫少林,C10456047:封神3D,C10448121:侠隐江湖,C10357155:斩魂,C10280796:九阴,C10392932:射雕英雄传3D,C10516283:天堂杀戮,C10420251:青丘狐传说(新…,C10202324:暗黑黎明,C10375553:霸道:剑灵觉醒,C10126869:刀塔传奇,C10242764:梦幻西游,C10071457:神魔,C10272089:花千骨,C10159734:去吧皮卡丘,C10315554:大话西游,C10173884:天龙八部3D,C10272617:啪啪巫妖王,C10190546:太极熊猫,C10113932:秦时明月,
C13012	印象摄影HD	皮皮友是一款专业的皮肤病患者分享、互助、交流平台，旨在打造一个温暖有爱的患友互助社区，为病友们提供权威的疾病科普知识及专业的健康管理服务。帮助病友们在就医的路上少走弯路。在就医的路上，让我们一起加油吧！	C7205157:國家地理HD,C10199751:POCO摄影,C10239421:蜂鸟摄影,C10498229:图虫,C10232373:500px,C115065:中国国家地理,C8272:POCO相机,C10216268:LOFTER,C10250994:优酷大屏幕for …,C10157298:爱奇艺影视HD,C10026044:58同城,C3386:汽车之家,C168951:车轮查违章全国…,C10289451:饿了么,C10315005:华为生活服务,C1952: 赶集生活,C10020407:汽车报价大全,C30243:猫眼电影,C7687:豆果美食,C10176900:58违章查询,
